ActivityHour,MET00,MET01,MET02,MET03,MET04,MET05,MET06,MET07,MET08,MET09,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31,MET32,MET33,MET34,MET35,MET36,MET37,MET38,MET39,MET40,MET41,MET42,MET43,MET44,MET45,MET46,MET47,MET48,MET49,MET50,MET51,MET52,MET53,MET54,MET55,MET56,MET57,MET58,MET59
10/21/2014 12:00:00 AM,12,12,26,12,10,12,12,10,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 1:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 2:00:00 AM,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10
10/21/2014 3:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 4:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 5:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 6:00:00 AM,12,10,10,10,10,10,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 7:00:00 AM,10,10,10,12,30,26,26,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,12
10/21/2014 8:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,12,10,10,10,12,10,10,26,26,38,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 9:00:00 AM,10,10,10,10,10,10,10,10,12,26,32,32,42,74,72,81,84,68,62,34,24,12,12,12,12,12,24,12,12,12,12,12,12,12,12,12,10,12,12,12,26,10,12,12,10,12,12,12,12,12,10,10,12,26,12,12,10,10,12,12
